SPI1,SPI3,SPI6,SPI12
0.214312723,1.330262396,0.868582118,1.608823569
0.61106542,0.668791051,0.971185595,1.277149698
-0.567749405,0.041045571,0.955502298,0.817078008
-0.306745874,-0.199972095,0.847802696,0.468655506
-0.947512451,-0.997837897,0.032634285,0.438418743
1.784700292,0.162214969,0.045231202,0.543326358
0.026332342,0.576104542,0.003914371,0.563389432
0.228855273,1.55451355,-0.27762981,0.622799543
-0.661847859,-0.515623422,-0.314509835,0.651520722
-0.040599564,-0.450616091,-0.240210404,0.598980894
0.747968064,0.025861945,0.466589094,0.199923099
1.429745186,1.098416664,0.72336662,0.421410131
2.514082823,2.308380452,1.896659722,1.529850751
-1.570951143,1.674875685,1.317363467,1.016420404
0.148445525,1.204045267,1.424319944,1.137768059
1.027077238,-0.194540965,1.651211337,1.358517885
1.904230558,1.293604379,1.908330953,1.785408163
-0.492723654,1.641279951,1.599967598,1.503861507
0.751475613,1.528032467,0.485290861,1.515784236
1.064722601,0.410756296,1.262988437,1.571857477
-0.450879995,0.121780419,1.276243934,1.618915101
-1.935234855,-0.979805681,0.063315443,1.449108277
-0.107240427,-1.235867025,-1.053602728,1.223368451
0.744036513,-0.417902925,-0.388791533,1.026697791
-0.82806505,-0.161862691,-0.814360534,-0.346099996
0.506176492,0.178125876,-0.637761467,0.17498028
1.88973623,0.904099828,0.363762251,0.834142683
-0.037107936,1.324356966,0.693838859,0.575964791
0.328264564,1.280219642,0.828183155,0.184666432
0.615135396,0.150762873,0.747141006,0.288056269
0.883359675,0.54054394,1.295353326,0.293666227
0.027430553,0.519768908,1.276298258,0.196877701
-1.195295964,-0.702792434,-0.427287808,0.104016945
0.017736089,-0.651457432,-0.439978911,0.387274782
-0.343870493,-0.828756879,-0.662227621,0.345024334
1.691240317,0.812345971,0.391556103,0.731916781
-0.067744821,0.68235921,0.164261305,0.960928262
1.113276252,1.256387629,0.546544138,1.126660634
0.195358189,0.513923323,0.7765085,0.481090386
0.161215574,0.687177607,0.821550979,0.512111871
1.042265707,0.468482825,1.163651654,0.647267586
1.433423465,1.110638805,0.833201458,0.757552752
2.410906912,1.915395459,1.346354822,0.864071475
0.107210116,1.961254869,1.001307375,0.86436342
0.328008077,0.759672584,1.222581917,1.079411137
-1.287237101,-0.603075339,0.638849312,0.907410156
-0.258798477,-0.752600367,0.000956706,0.920990773
0.352199514,-0.678286777,-0.233492907,0.451494293
-0.324677307,-0.284436819,-0.732978231,0.396208502
1.072465455,0.443412783,-0.16503174,0.366932075
0.187012918,0.381940976,-0.18006422,0.365069354
-1.857814433,0.177116308,-0.122394826,0.115790483
-0.552473397,-0.842373621,-0.103329197,-0.164887055
-1.02337986,-2.153560794,-0.375033562,-0.450530859
1.614709215,-0.475599537,-0.07456753,-0.529152245
-0.011707969,-0.099437161,-0.834096332,-0.535551589
0.34670341,0.501263523,-0.968005584,-0.546077556
0.199282712,0.159406601,-0.219682242,-0.262896727
1.580102825,1.083383874,0.992038489,0.390379425
1.105317269,1.491748313,1.45548293,0.653654736
1.233868143,1.777233771,1.61234002,1.233769889
